pk_business_id,License Number,Federal Registry No,Local Registry No,Business Name,Legal Type,pk_stakeholder_ids,Stakeholder Rates,Stakeholder Types,Activity Names,Activity Names Serial #,Unit Including,Unit,Landlord,Street,Zone,Fax,Telephone,Mobile,P.O. Box,Expiry Date,Renewal Date,Est. Date,Receipt Date,Receipt No.,Remarks
6800,9989216444,81-170-8750,82-653-6296,"Braun, Blick and Kovacek",Marketing,Glass Inc.,0.4,Signatory,Car Manufacturing,4,3571756258,24,682135011,Farragut,,187-500-2662,293-530-6193,310-525-9435,46,8/1/2019,28/10/2018,20/10/2018,7/8/2018,2696643903,
6801,7229780357,96-337-6964,99-637-1714,Cremin Inc,Product Management,Steak Holder,0.1,Sponsor,Fashion Designing,5,45640548,22,2166920039,Becker,,780-833-6685,348-684-8076,667-867-8020,99,23/12/2018,10/8/2018,20/08/2018,14/06/2018,2663666939,
6802,7857322644,58-356-7962,25-698-1660,"Roob, Emard and Brekke",Product Management,Souk al Waha,0.7,Sponsor,IT Services,1,2479084655,22,3531610910,Victoria,,106-312-7672,654-376-6033,952-661-8569,16349,23/09/2018,26/03/2018,18/12/2018,1/5/2018,6276869430,
6803,9603513679,08-822-8154,59-793-2874,Kautzer-McCullough,Sales,Steak Holder,1,Partner & Responsible Manager,Food Provider,2,2393043071,2,3284805575,Pierstorff,,381-345-9759,156-951-7598,210-838-5036,7,6/5/2018,9/5/2018,1/2/2019,31/05/2018,9412408811,
6804,6361816478,35-099-2541,84-294-9117,Walsh and Sons,Sales,Orange Company,0.5,Signatory,Food Provider,3,1686255446,21,6732434411,Judy,,928-454-4095,735-386-4782,757-444-6753,1,6/10/2018,23/02/2018,3/4/2018,12/12/2018,1086820355,
6805,8498876265,26-843-1301,62-184-0986,Frami and Sons,Training,Steak Holder,0.5,Project Manager,IT Services,4,6695409234,1,9023211480,Melody,,654-940-6450,188-755-7545,548-699-3974,778,7/2/2019,13/07/2018,11/10/2018,18/07/2018,6582175173,
6806,2093274787,34-268-6930,76-075-6607,"Grady, Kuhic and Hegmann",Legal,Souk al Waha,1,Project Manager,Food Provider,5,9237264941,10,5455069756,Gateway,,742-739-7841,322-264-7601,685-837-6979,48,22/08/2018,2/1/2019,22/06/2018,2/4/2018,202489116,
6807,258801379,93-393-0230,46-941-0805,Farrell and Sons,Research and Development,Orange Company,0.2,Project Manager,IT Services,1,1949056090,2,5453308370,Vernon,,598-309-7582,819-706-0777,801-546-1341,873,29/12/2018,2/2/2019,15/01/2019,30/06/2018,9501623394,
6808,8318228871,18-108-1558,02-078-7113,"Kutch, Collins and Conn",Training,Souk al Waha,0.7,Sponsor,Car Manufacturing,2,9370397019,21,8237400755,Jana,,342-425-0533,544-793-9207,479-854-1612,209,4/4/2018,10/9/2018,14/09/2018,24/08/2018,2944316613,
6809,6286480366,33-954-1193,77-117-9988,"Miller, Hintz and Nolan",Support,Glass Inc.,0.4,Project Manager,Car Manufacturing,3,9780479252,12,2676061011,Sutherland,,363-554-7153,436-344-1013,767-697-6215,8,10/11/2018,15/11/2018,8/12/2018,7/12/2018,5775844483,
6810,1060020130,75-267-8215,24-963-0764,Moen and Sons,Engineering,Steak Holder,0.5,Sponsor,Food Provider,4,1183516878,26,5318223656,Autumn Leaf,,868-322-3564,634-688-7308,534-284-0590,419,5/4/2018,6/3/2018,9/3/2018,1/10/2018,7279131115,
6811,9884107661,73-630-8732,13-674-7399,Rippin-Klocko,Business Development,Steak Holder,0.9,Partner & Responsible Manager,Fashion Designing,5,5045743988,29,6251417536,Larry,,577-464-6373,295-974-6573,559-647-9035,83,23/06/2018,28/02/2018,6/10/2018,5/8/2018,6644220975,
6812,4796293442,50-889-6616,05-971-9282,"Daniel, Gleichner and Goyette",Marketing,Orange Company,0.4,Sponsor,Fashion Designing,1,3472735589,18,3363870620,Tennyson,,884-851-9212,457-965-9353,356-343-1999,850,8/7/2018,18/11/2018,4/6/2018,20/02/2018,9423765572,
6813,620352892,21-400-7644,55-560-6452,"Crooks, Jacobs and Zieme",Research and Development,Orange Company,0.2,Sponsor,Food Provider,2,5075192084,14,5487907986,Russell,,769-281-2924,133-498-1811,190-192-4352,54616,10/12/2018,3/9/2018,23/11/2018,2/8/2018,3826920198,
6814,1759951455,44-096-4982,97-200-1013,Schmidt-Romaguera,Business Development,Glass Inc.,0.5,Sponsor,Car Manufacturing,3,3277633810,30,2139169018,Stang,,563-243-1400,565-225-6162,120-787-8787,7723,14/06/2018,12/3/2018,3/8/2018,15/11/2018,4767231078,
6815,2861102497,23-587-8336,75-806-5726,"Tromp, Sipes and Ondricka",Product Management,Souk al Waha,0.3,Partner & Responsible Manager,Food Delivery,4,8991677363,19,4540153463,Shoshone,,485-533-2363,707-406-0988,837-918-1937,79,2/1/2019,23/06/2018,6/1/2019,25/02/2018,149415354,
6816,8056241167,04-954-8489,61-661-4372,"Bayer, Daugherty and Bergstrom",Human Resources,Souk al Waha,0.4,Sponsor,Car Manufacturing,5,3282271379,28,1704315522,Maple,,888-242-6716,875-431-8388,214-503-9045,3130,29/12/2018,30/12/2018,26/04/2018,10/6/2018,1168389615,
6817,1859791778,94-929-5256,62-054-1093,Grady and Sons,Engineering,Souk al Waha,0.5,Project Manager,Car Manufacturing,1,961718765,5,7096973605,Stuart,,424-707-7251,202-224-6147,694-165-9009,8117,20/09/2018,16/05/2018,22/12/2018,5/2/2019,5929876991,
6818,5887247169,61-096-4006,48-782-5968,Nienow and Sons,Business Development,Orange Company,0.5,Project Manager,Food Provider,2,5111976450,19,1723099600,Alpine,,824-260-6684,370-807-0196,606-424-8060,9,22/05/2018,7/11/2018,21/07/2018,17/10/2018,1705362699,
6819,9102631040,63-698-8366,48-659-6264,Block-Considine,Accounting,Souk al Waha,0.9,Partner & Responsible Manager,Food Provider,3,9458613167,29,2288962836,Florence,,786-498-8228,412-342-5634,945-460-6901,392,6/11/2018,8/6/2018,24/11/2018,14/09/2018,164290060,
6820,7818881271,78-060-9002,52-170-1653,Quitzon LLC,Marketing,Steak Holder,0,Partner & Responsible Manager,Food Delivery,4,9923725677,25,468977686,Porter,,297-649-8953,886-732-2763,238-302-2026,736,14/12/2018,6/2/2019,4/7/2018,21/10/2018,8085643235,
6821,8999727645,62-427-7082,20-971-0009,Baumbach Group,Human Resources,Steak Holder,0.6,Signatory,Car Manufacturing,5,4493330228,6,1811334822,Leroy,,789-228-4174,329-394-7500,339-990-9306,6523,9/9/2018,17/02/2018,19/02/2018,3/6/2018,5113394882,
6822,8894516180,76-434-4557,14-609-1365,Collins and Sons,Human Resources,Steak Holder,0.5,Signatory,Food Delivery,1,9903719973,8,27256898,Larry,,542-237-1503,202-436-9072,323-287-4883,29707,28/08/2018,20/09/2018,4/12/2018,16/11/2018,1238645461,
6823,4719831354,19-189-1941,04-748-5319,Swaniawski Inc,Accounting,Souk al Waha,0.6,Partner & Responsible Manager,Fashion Designing,2,7019341608,20,2328909280,Garrison,,473-781-8772,212-531-7574,106-196-3093,30,22/11/2018,25/01/2019,24/04/2018,29/12/2018,242312365,
6824,202074986,12-202-9280,91-337-9118,Considine-Jacobson,Research and Development,Glass Inc.,0.8,Sponsor,Fashion Designing,3,7422046678,24,6531984589,Crownhardt,,360-620-8398,378-393-2698,166-726-0428,93085,4/7/2018,30/06/2018,3/11/2018,20/05/2018,2070684733,
6825,4910932844,75-780-2402,76-708-7075,Heaney-Kovacek,Engineering,Orange Company,0.9,Sponsor,Fashion Designing,4,9946935198,32,3913218378,Ridge Oak,,554-376-3105,424-576-5170,156-396-2211,4,12/12/2018,23/12/2018,18/09/2018,7/3/2018,8221888117,
6826,3225941212,49-102-8667,23-963-8161,O'Connell Group,Research and Development,Glass Inc.,0.9,Project Manager,Fashion Designing,5,6162288676,18,5680647060,Jackson,,979-201-2155,709-856-6255,202-988-4392,7,25/10/2018,24/05/2018,15/05/2018,31/10/2018,4239285127,
6827,4206429014,70-644-0320,63-339-1956,"Gibson, MacGyver and Prohaska",Training,Orange Company,0.2,Sponsor,Car Manufacturing,1,2586605764,15,8522364788,Emmet,,839-504-5512,962-614-8090,540-724-4450,1,6/11/2018,1/3/2018,30/03/2018,25/10/2018,1368266940,
6828,1239679610,15-280-2311,41-121-5611,Spencer-Huel,Support,Orange Company,0.3,Sponsor,Food Provider,2,1778606938,20,2011381371,Dorton,,285-289-6211,763-737-3841,650-703-7916,8634,1/6/2018,30/09/2018,7/8/2018,13/04/2018,1516220544,
6829,4198812004,43-786-0132,41-745-8166,Runolfsson-Brekke,Marketing,Steak Holder,0.3,Project Manager,Car Manufacturing,3,2590738145,4,7083870675,Northfield,,208-105-0462,806-503-6036,597-596-2338,67,20/12/2018,1/2/2019,20/10/2018,7/6/2018,2975897529,
6830,2857002645,43-304-6794,78-351-8948,Yundt LLC,Services,Steak Holder,0.9,Sponsor,IT Services,4,9468721299,7,9414446079,School,,159-315-8871,222-589-7210,701-652-7532,68,4/2/2019,4/5/2018,25/04/2018,19/07/2018,3300867401,
6831,4341145657,17-060-5753,76-524-7365,"Hauck, Fadel and O'Hara",Services,Glass Inc.,0,Project Manager,IT Services,5,7699108981,12,2756182648,Helena,,855-233-2448,174-676-8242,682-229-3842,64904,11/7/2018,2/10/2018,1/9/2018,30/01/2019,2648011560,
6832,8300083677,17-315-3570,51-144-8893,Farrell-Leannon,Support,Souk al Waha,0,Signatory,Car Manufacturing,1,5995367390,9,1518028519,Mesta,,557-475-0564,985-491-6732,395-612-7494,92709,23/08/2018,4/10/2018,13/05/2018,14/01/2019,6657713258,
6833,7379870165,52-284-8875,62-574-9099,Reilly LLC,Human Resources,Steak Holder,0.4,Partner & Responsible Manager,Food Delivery,2,1966956304,14,8857099407,Fulton,,851-745-5407,617-474-5448,484-201-7907,11013,27/09/2018,3/10/2018,18/01/2019,1/3/2018,8229722528,
6834,2651085871,37-695-6837,57-778-7769,"Jacobs, Greenholt and Bogan",Marketing,Steak Holder,0.6,Partner & Responsible Manager,Fashion Designing,3,7271214585,26,6207457196,Golf,,636-320-8982,539-886-1781,228-440-8739,13,13/01/2019,22/07/2018,9/4/2018,26/03/2018,1169503829,
6835,7234993703,14-865-0341,59-265-5929,"Osinski, Erdman and Hessel",Support,Steak Holder,0.3,Signatory,Car Manufacturing,4,8263351634,14,4903095541,Stephen,,918-623-2004,777-102-3044,995-464-3085,5,2/3/2018,18/06/2018,15/12/2018,17/12/2018,8228948867,
6836,9352104102,93-061-7661,99-071-2120,Gleason-Wilderman,Support,Souk al Waha,0.7,Partner & Responsible Manager,Food Provider,5,2804668185,30,4749911887,Towne,,509-412-0255,959-885-2088,348-358-3248,7228,1/5/2018,30/09/2018,7/10/2018,5/8/2018,2517598525,
6837,7550133581,07-590-6653,57-383-6464,"Quigley, Denesik and Kilback",Engineering,Steak Holder,0.5,Project Manager,Car Manufacturing,1,2324176319,23,3084114595,Londonderry,,713-168-9010,471-333-5091,894-638-8029,1,14/03/2018,23/03/2018,17/07/2018,7/12/2018,9203031995,
6838,2630026396,35-456-7187,92-989-5086,Rutherford Inc,Engineering,Glass Inc.,0.9,Partner & Responsible Manager,IT Services,2,5379189997,23,690299087,Portage,,989-994-3331,327-374-6445,621-718-3418,5431,1/8/2018,29/12/2018,16/11/2018,22/03/2018,1285927184,
6839,7412998153,95-179-6158,38-052-8730,Kozey Inc,Sales,Orange Company,0.2,Project Manager,IT Services,3,9908568388,24,298446774,Hollow Ridge,,653-278-0143,768-545-6171,255-245-7860,4606,13/08/2018,29/08/2018,22/10/2018,6/8/2018,7799982829,
6840,7583138949,98-522-1226,63-895-2484,"Cole, Smith and Harber",Engineering,Steak Holder,0.2,Project Manager,Car Manufacturing,4,8141244531,3,2226069054,Sundown,,716-507-9078,737-172-3999,601-559-8057,260,2/7/2018,25/07/2018,20/03/2018,29/10/2018,8230350469,
6841,951395181,69-226-4029,64-180-4056,Krajcik Group,Sales,Glass Inc.,0.3,Project Manager,IT Services,5,7745447151,30,2854959302,Del Mar,,193-751-9957,742-786-8705,157-398-0458,3173,5/6/2018,21/08/2018,27/05/2018,9/2/2019,1278412581,
6842,1040554210,44-917-2075,20-592-9614,"Parisian, Russel and Pacocha",Services,Souk al Waha,0.6,Partner & Responsible Manager,Food Provider,1,6017759752,1,6496977208,Pankratz,,798-191-2838,842-343-4232,918-799-3829,253,30/11/2018,1/9/2018,14/01/2019,10/12/2018,2177448670,
6843,2475846194,58-948-7921,07-104-7801,"Sawayn, Green and Koelpin",Support,Steak Holder,0.2,Sponsor,Food Delivery,2,7953468530,29,733188990,Iowa,,898-902-9259,287-874-9411,490-678-8340,195,7/1/2019,20/12/2018,11/3/2018,9/3/2018,921911246,
6844,1013034899,06-077-3512,18-658-2510,Jacobs-Hackett,Research and Development,Orange Company,0,Partner & Responsible Manager,Food Delivery,3,8325323884,5,4540784013,Knutson,,798-616-3000,371-403-5631,450-971-9607,1,9/8/2018,1/9/2018,19/07/2018,25/03/2018,8774038761,
6845,1262682053,14-726-4865,08-469-0723,Legros-Metz,Marketing,Glass Inc.,0.1,Partner & Responsible Manager,Food Provider,4,6226232439,14,4928507800,Eastlawn,,305-179-7451,313-418-3286,268-461-0954,655,27/03/2018,19/07/2018,2/12/2018,15/03/2018,5665499390,
6846,1473535263,67-446-3843,13-652-5113,Jacobson and Sons,Marketing,Glass Inc.,1,Signatory,Fashion Designing,5,6488880586,16,2089737891,5th,,396-847-2973,902-490-5483,637-671-9327,42904,18/07/2018,18/08/2018,19/09/2018,17/07/2018,8390084724,
6847,1670531341,22-868-2462,85-243-8385,Gulgowski LLC,Accounting,Souk al Waha,1,Sponsor,Fashion Designing,1,2863095234,10,7739796751,Jana,,540-243-4249,853-917-9385,904-648-6238,46966,5/9/2018,30/12/2018,19/01/2019,11/10/2018,3651059367,
6848,4488464475,34-227-3377,56-640-1297,"MacGyver, Schmidt and Daugherty",Research and Development,Glass Inc.,0.5,Project Manager,Food Provider,2,9668705041,9,6587660096,Saint Paul,,757-347-6873,772-438-6099,204-874-4598,52585,8/6/2018,18/10/2018,31/05/2018,14/08/2018,4233455055,
6849,7316847956,06-234-5460,58-449-7437,Bruen-Green,Sales,Glass Inc.,0.3,Project Manager,Food Provider,3,6708104830,28,5482122492,Bowman,,323-506-2926,322-291-0092,368-802-7297,90699,24/08/2018,19/01/2019,3/5/2018,14/10/2018,3375843771,
6850,3090066181,20-185-4823,01-771-5268,Monahan Inc,Human Resources,Souk al Waha,0.4,Signatory,Food Provider,4,799090816,30,6255988112,Lawn,,619-229-3872,657-847-5219,862-508-0255,16077,9/3/2018,27/12/2018,2/3/2018,12/9/2018,2365292313,
6851,1839525258,69-725-6606,29-487-4793,Ankunding-Ullrich,Services,Orange Company,0.8,Partner & Responsible Manager,Food Delivery,5,4536872183,27,1003325971,Katie,,145-945-1871,481-471-3510,658-256-1117,4,26/07/2018,9/9/2018,9/1/2019,18/07/2018,1460652428,
6852,8864703527,34-001-8717,70-293-6849,"O'Reilly, Lehner and Oberbrunner",Marketing,Steak Holder,0,Signatory,Fashion Designing,1,9674367888,1,4847226631,Jenifer,,695-607-3234,818-323-2670,370-196-8384,4499,14/01/2019,3/8/2018,1/4/2018,20/08/2018,5445881024,
6853,16842944,05-472-3987,01-226-0243,Keebler-Altenwerth,Accounting,Souk al Waha,0.5,Sponsor,Food Delivery,2,5633239369,32,3075566675,Ridge Oak,,261-432-5509,925-808-4964,669-572-4656,285,30/07/2018,1/3/2018,5/1/2019,27/10/2018,4915658201,
6854,8470508423,68-805-3591,96-424-9111,Leffler-Champlin,Human Resources,Glass Inc.,0.5,Sponsor,IT Services,3,5487801827,4,2734168677,Crowley,,467-438-6548,493-853-1221,118-512-0095,495,11/12/2018,23/11/2018,16/04/2018,1/10/2018,5344422113,
6855,8367590481,17-987-4422,50-952-3157,Johns Group,Training,Steak Holder,0.6,Signatory,Food Provider,4,4001261421,14,2269096649,Troy,,988-515-5535,683-406-7438,501-910-3438,95085,15/10/2018,11/6/2018,24/11/2018,13/05/2018,2182012389,
6856,6636178647,33-248-5707,86-506-0182,Yost-Kiehn,Engineering,Steak Holder,0.5,Project Manager,Car Manufacturing,5,1333404441,31,7415821521,Fremont,,646-977-5264,435-138-9987,209-857-7209,0,31/03/2018,18/07/2018,28/05/2018,3/11/2018,3033439888,
6857,8407909777,05-453-4323,41-710-2575,"Senger, Cormier and Volkman",Training,Glass Inc.,0.2,Sponsor,Car Manufacturing,1,5996727706,21,8250136667,Homewood,,313-669-2402,114-695-1805,650-912-8278,8335,30/11/2018,3/4/2018,22/11/2018,1/9/2018,4923046996,
6858,4583197551,09-837-1358,44-332-0003,Langosh-Rosenbaum,Engineering,Orange Company,0.8,Partner & Responsible Manager,Fashion Designing,2,2785234634,13,3142518924,Spenser,,399-854-4051,346-313-0303,539-275-0259,6962,13/08/2018,28/09/2018,16/10/2018,4/12/2018,7866414033,
6859,6198574725,45-093-1720,88-284-4720,"Emmerich, Schaefer and Crist",Legal,Orange Company,0.3,Sponsor,Food Provider,3,8677740171,22,2653673533,Lotheville,,874-486-7585,139-448-0791,346-342-8649,12,10/10/2018,17/01/2019,8/9/2018,28/04/2018,280163797,
6860,5507622264,00-750-8935,00-349-0942,"Kohler, Waters and Bode",Support,Glass Inc.,0.2,Sponsor,Food Provider,4,389261343,20,6953863943,New Castle,,361-823-7042,313-376-7912,220-914-2076,2,6/11/2018,20/03/2018,4/11/2018,29/04/2018,9557295953,
6861,3234156107,98-743-6337,05-023-1697,"Bauch, Carter and Tromp",Legal,Souk al Waha,0.4,Project Manager,Food Provider,5,8526416308,22,6900869149,Dayton,,865-883-4659,992-861-1125,517-856-4171,95402,12/7/2018,8/7/2018,14/07/2018,25/09/2018,7719091051,
6862,2640456326,17-020-0517,06-952-4139,Monahan-Dooley,Sales,Souk al Waha,0.5,Sponsor,Food Delivery,1,2826582380,4,87523248,Cascade,,105-947-0210,455-700-3215,801-831-9557,7890,29/12/2018,17/05/2018,21/06/2018,31/01/2019,7881491620,
6863,4619606529,01-856-3003,18-108-7535,"Rempel, Littel and Franecki",Accounting,Glass Inc.,0.5,Signatory,Car Manufacturing,2,868558036,29,6257139619,Dottie,,779-668-0298,901-887-2237,371-125-6266,9,23/08/2018,20/09/2018,30/06/2018,18/09/2018,9945924680,
6864,1637438915,55-615-1543,46-193-3551,Schmitt-Stiedemann,Training,Souk al Waha,0.7,Project Manager,IT Services,3,735644977,28,4907855222,Moulton,,837-581-5048,660-168-9367,105-646-3276,74174,10/8/2018,5/9/2018,9/10/2018,2/11/2018,1448092604,
6865,9677877232,94-957-3957,91-737-5790,Kertzmann-Mayert,Business Development,Glass Inc.,0.3,Project Manager,Car Manufacturing,4,8634574210,28,8653161112,Golf Course,,723-814-1082,184-959-3993,417-424-5233,639,23/11/2018,19/11/2018,21/09/2018,17/05/2018,9848825045,
6866,6364320589,28-674-2905,18-800-9379,"Smitham, Christiansen and Wuckert",Sales,Steak Holder,0.2,Sponsor,Food Delivery,5,1937649024,31,8050319350,Dahle,,610-665-2663,197-915-4225,870-383-3902,2,19/07/2018,6/1/2019,28/02/2018,15/04/2018,3941093703,
6867,1549951718,31-608-4180,07-908-9765,Walsh Group,Training,Souk al Waha,0.8,Partner & Responsible Manager,IT Services,1,7228934652,3,8565629368,Weeping Birch,,696-832-0475,861-991-6792,256-629-8050,6420,6/7/2018,1/12/2018,3/9/2018,13/02/2018,3735395007,
6868,9999292291,16-604-4172,94-647-8529,"Huel, Nolan and Cormier",Training,Orange Company,0.8,Sponsor,Food Delivery,2,5157066368,13,5361775835,Sullivan,,264-208-0856,696-152-2391,441-617-3138,5899,16/07/2018,9/7/2018,22/06/2018,5/8/2018,2329906315,
6869,7313628099,25-515-8482,91-738-7695,Runte Group,Sales,Steak Holder,0.8,Partner & Responsible Manager,Car Manufacturing,3,4703903121,10,6326083427,Oxford,,487-659-3128,992-998-5916,530-710-3723,0,22/04/2018,24/07/2018,23/10/2018,4/4/2018,7855080422,
6870,2816032329,15-983-7964,17-053-8010,Schaefer Inc,Support,Souk al Waha,1,Sponsor,Car Manufacturing,4,7739657999,29,6487071455,Dunning,,623-856-9778,279-278-2244,174-399-1591,5,4/6/2018,3/4/2018,21/06/2018,4/1/2019,9881635152,
6871,1097322556,83-336-2215,48-167-8718,Kessler Group,Engineering,Souk al Waha,0.4,Project Manager,Fashion Designing,5,2789643946,8,6579730900,Wayridge,,210-325-0630,497-489-6886,280-513-1883,45,6/9/2018,7/2/2019,3/8/2018,22/05/2018,7899511054,
6872,2928801375,07-118-4077,87-271-6855,Donnelly Inc,Training,Souk al Waha,0.8,Sponsor,Fashion Designing,1,524650969,22,1992814767,Dorton,,478-644-8506,358-773-7764,221-760-9427,57020,20/04/2018,4/11/2018,31/10/2018,12/12/2018,4218234582,
6873,3287003720,45-501-7329,19-213-6937,Rodriguez Group,Business Development,Souk al Waha,0.7,Project Manager,IT Services,2,7083272891,10,9803923374,Kingsford,,136-793-9883,574-435-3613,583-673-8742,8,8/4/2018,10/4/2018,10/9/2018,15/07/2018,7463534359,
6874,6786011047,14-261-2766,16-765-7294,Haley-Kilback,Legal,Orange Company,0.4,Sponsor,Car Manufacturing,3,3875206150,14,7874861469,Dryden,,777-707-7245,903-298-3160,168-589-4328,6037,30/06/2018,2/3/2018,26/03/2018,27/07/2018,4046237392,
6875,2416769820,20-261-4198,42-802-5930,Bogisich-Hansen,Support,Orange Company,0.7,Partner & Responsible Manager,IT Services,4,3451828596,22,8208812552,Monterey,,539-936-2232,669-142-3960,382-113-7773,51,15/05/2018,25/09/2018,18/07/2018,12/3/2018,4760920021,
6876,8707251297,22-020-3557,36-200-2190,Powlowski and Sons,Accounting,Glass Inc.,0.2,Sponsor,Car Manufacturing,5,1451199627,20,2922467074,Service,,886-468-5862,756-338-4518,155-116-8288,6,21/05/2018,23/10/2018,21/09/2018,16/12/2018,1498024394,
6877,4864794499,64-120-4161,73-834-1997,"Funk, Feeney and Pfeffer",Product Management,Glass Inc.,0.3,Partner & Responsible Manager,IT Services,1,5174705314,29,4310725406,Surrey,,677-791-1861,208-749-3372,747-807-0675,273,8/8/2018,28/02/2018,16/01/2019,3/8/2018,5866550865,
6878,3715435798,00-513-9387,40-367-5320,Conroy Group,Research and Development,Glass Inc.,0.8,Sponsor,IT Services,2,9668530322,26,5048114329,Spaight,,728-501-8881,283-413-7046,874-245-3659,3,15/01/2019,21/09/2018,10/2/2019,16/03/2018,8868564106,
6879,5857933331,22-491-6088,03-328-1489,Moen Inc,Accounting,Glass Inc.,0.4,Signatory,Food Delivery,3,7470539336,20,5650614326,Jay,,988-271-6525,377-471-5767,756-979-5462,6,27/01/2019,9/11/2018,27/12/2018,14/12/2018,8037806022,
6880,2700290992,40-636-0497,74-697-7683,"Marks, Nikolaus and Bartoletti",Engineering,Orange Company,0.4,Partner & Responsible Manager,Food Provider,4,7261400203,15,1634933990,Ramsey,,707-103-6083,554-862-3476,954-458-3539,3,5/10/2018,7/6/2018,27/09/2018,1/3/2018,2313133230,
